Name,Stars,Title,Date,Description
Pankaj kumar,4.0,"4.0 out of 5 stars
Good I use this product",21/01/2024,I use this product.
Abhisek Agrawal,4.0,"4.0 out of 5 stars
Gud",24/11/2023,Very good for summer but not recommended to use in winter ..... as it has cooling effect after use ..... in winter too cold to even rinsing mouth
Amazon Customer,4.0,"4.0 out of 5 stars
Good",14/09/2023,Good
Akhil,4.0,"4.0 out of 5 stars
Good product",04/09/2023,Must buy☑️
Amazon Customer,4.0,"4.0 out of 5 stars
Good",02/08/2023,Good
Placeholder,5.0,"5.0 out of 5 stars
Package was not good",27/10/2023,Package was not good
Mishra AK,4.0,"4.0 out of 5 stars
Nice product",10/07/2023,Good
Renita Dsouza,5.0,"5.0 out of 5 stars
Good one",14/10/2023,Good product
Ejaz khan,4.0,"4.0 out of 5 stars
Exlent",20/06/2023,Very good product
RAJENDRA,5.0,"5.0 out of 5 stars
Super product",27/08/2023,"Excellent toothpaste, noone campare this product.पतंजलि के क्वालिटी की बैंड बजा दी, कोलगेट लगाते ही जो फ्रेशनेस महसूस होता है वह दिन भर रहता है. बाकी सभी... हरि... हरि"
EMMANUEL SHIBU,5.0,"5.0 out of 5 stars
Good one",15/09/2023,Value for money
BuyerFreak,4.0,"4.0 out of 5 stars
Ok",17/04/2023,Dark orangish in colour. Has a strong taste of cloves. Which lingers behind. Would recommend meswak over this.
abhijeet,5.0,"5.0 out of 5 stars
Nice product",26/08/2023,Very nice herbal among all that are available in market
Homeshwar Okram,4.0,"4.0 out of 5 stars
Naturally goodness",17/03/2023,"Worth for money, freshened breath and active ingredients for natural taste recommended for adults and all age groups"
Saumya,4.0,"4.0 out of 5 stars
Amazing",24/04/2023,Good!
ashok kumar sharma,4.0,"4.0 out of 5 stars
VFM",23/04/2023,Refreshing and teeth care
Akash Singh Chauhan,5.0,"5.0 out of 5 stars
Nice toothpaste",13/08/2023,Nice toothpaste 😁Clean my teeths well.
NetOnTele,5.0,"5.0 out of 5 stars
Toothpaste",02/08/2023,Very nice product. I have been using it for more than 3 years.
Pranay Samanta,5.0,"5.0 out of 5 stars
Vedsakti is very good",24/07/2023,I use this paste for night which keeps my mouth fresh. It also helps for gum issues
Ⓚⓤⓢⓗ,5.0,"5.0 out of 5 stars
Good",21/08/2023,Good product
K.Mahipal Reddy,5.0,"5.0 out of 5 stars
Paste",19/07/2023,Best one this is my go too.
Valencia,5.0,"5.0 out of 5 stars
Good",29/07/2023,Good
Banu,5.0,"5.0 out of 5 stars
Effective",30/07/2023,Good
Rinki,5.0,"5.0 out of 5 stars
my old parents like the product",06/07/2023,good product for old parents sensitive teeth
Placeholder,5.0,"5.0 out of 5 stars
Healthy paste",21/07/2023,Natural ingredients
Padmanand TK,4.0,"4.0 out of 5 stars
Good",23/01/2023,Good product
brijesh pratap singh,5.0,"5.0 out of 5 stars
Nice test and quality",15/06/2023,Nice test and quality
"Bakwaas, waste of money",3.0,"3.0 out of 5 stars
Ok",25/04/2023,Ok
R. Singh,5.0,"5.0 out of 5 stars
Good Paste",23/05/2023,"I like the taste, it gives good freshness. Nice herbal product."
TRG,4.0,"4.0 out of 5 stars
Flavour is changed",08/09/2022,Now Flavour is changed red culor mixed but mouth very fresh using this pest
Sureshkumar,5.0,"5.0 out of 5 stars
I am 38 years old in childhood useage tooth paste in colgate,💕",27/12/2022,My family like very much vedsakthi tooth the tooth paste is full and full herbal products clean my teeths and fresh my mouth in day 🌕🌝 I like colgate vedsakthi💕
Kapil Aroskar,5.0,"5.0 out of 5 stars
Good and option for patanjali product",26/03/2023,"toothpest was good, test and smell was good, this is option for patanjali product."
Chinju,5.0,"5.0 out of 5 stars
Good",21/05/2023,Good....
Tejbahadur singh chundawat,5.0,"5.0 out of 5 stars
Good",04/05/2023,Good but package is damaged
saravanan,4.0,"4.0 out of 5 stars
அருமை",02/10/2022,நல்லாயிருக்கு வாங்கலாம்
Aloha,4.0,"4.0 out of 5 stars
Very good",19/08/2022,Upto the quality of dabur red or better.
Anand Kumar Singh,4.0,"4.0 out of 5 stars
Good product",13/09/2022,Not bad
Monjur hossain molla,2.0,"2.0 out of 5 stars
Average product",29/07/2023,Not good
Vishal Srivastava,4.0,"4.0 out of 5 stars
High menthol which bad for overall",13/07/2022,Dislike not ordered for this product again
Anirban Sheth,4.0,"4.0 out of 5 stars
Nice toothpaste",19/07/2022,It's taste and freshness
Ashok Dubey,5.0,"5.0 out of 5 stars
Exilent",13/03/2023,Good freshness &vallu return
Manu kapoor,5.0,"5.0 out of 5 stars
Awesome",01/03/2023,Product quality and packaging is great
Nayyar,5.0,"5.0 out of 5 stars
Good for teeth and gums",28/02/2023,Keep mouth fresh for long time
Ayush mahor,5.0,"5.0 out of 5 stars
Very nice product",02/03/2023,Very nice taste 👍👍👍👍👍
Placeholder,4.0,"4.0 out of 5 stars
good product",15/07/2022,good
Fairy doctor,5.0,"5.0 out of 5 stars
Very nice product",04/03/2023,Good
Mrinmoy Pratihar,4.0,"4.0 out of 5 stars
Good enough",18/06/2022,One can buy it without hesitation.
Samit Kumar patra,5.0,"5.0 out of 5 stars
Nice product",24/02/2023,Good product
Dilip Gangajaliya,4.0,"4.0 out of 5 stars
OK.... Product manufacturing date:march 2021",07/05/2022,OK thish price but manufacturing date march 2021
Prabhakar Reddy Chilumula,5.0,"5.0 out of 5 stars
It's aurvedic product good for teeth I like very much",30/12/2022,Like very much good for teeth
mahendran,5.0,"5.0 out of 5 stars
Best",09/02/2023,Good
Palanisamy,4.0,"4.0 out of 5 stars
Good",17/04/2022,Buy and use
VasanthMurugan,5.0,"5.0 out of 5 stars
Steal deal",22/01/2023,Good deal
Prantik Datta,5.0,"5.0 out of 5 stars
I am happy",01/01/2023,Happy good flavor
Harpreet Kaur,5.0,"5.0 out of 5 stars
Good",07/12/2022,Made with harbal. Natural ingredients
Shlok Jaiswal,5.0,"5.0 out of 5 stars
Best for gum problems and cavity",27/05/2022,Till now whatever paste i have used its best in all of them. Gives long lasting freshness thats the main pros of it.
Maulik shah,5.0,"5.0 out of 5 stars
Superb quality",07/12/2022,Superb quality
Rajeev Rajan,5.0,"5.0 out of 5 stars
Good Toothpaste",07/09/2022,The taste is good and keeps fresh all day long
Taranjit,5.0,"5.0 out of 5 stars
Flavor",10/12/2022,Yes
Naresh kumar,5.0,"5.0 out of 5 stars
Best product",30/10/2022,Nice product in best price
lokendra singh,1.0,"1.0 out of 5 stars
तीन बार उत्पाद आर्डर किया। तीनों बार गलत उत्पाद भेज दिया। बताया तो बोला कि वापिस नहीं होगा",13/08/2023,ग़लत उत्पाद भेज देते हैं फिर बोलते हैं कि वापिस नहीं होगा। बोलते हैं कि पैसा वापस हो जायेगा लेकिन नहीं होता है
Arun Kumar Varma,4.0,"4.0 out of 5 stars
Satisfied overall.",20/01/2022,Satisfactory.
Shreyas,4.0,"4.0 out of 5 stars
Good quality toothpaste",07/05/2021,I got for 135rs but now price is 99 😶
NISHA KUMARI,4.0,"4.0 out of 5 stars
Taste is not best but I like it",04/09/2021,I like it
vijay shah,4.0,"4.0 out of 5 stars
Try ir",29/05/2021,Colgate good product put it in the market
Nithis,5.0,"5.0 out of 5 stars
It's an ok product",07/02/2022,If your gum is sensitive then it may damage it a bit because it is too harsh sometimes.
J.Rana,5.0,"5.0 out of 5 stars
Fresher's",23/06/2022,"Value money  , for middle class family"
Hardik R,5.0,"5.0 out of 5 stars
Product is good",25/07/2022,It does ....as it says
Niti,5.0,"5.0 out of 5 stars
Vedshakti",25/08/2022,Good product
R.Nagarajan,5.0,"5.0 out of 5 stars
Good",18/09/2022,Like
Amazon Customer,5.0,"5.0 out of 5 stars
GOOD",12/09/2022,GOOD
Madhusudan Kumar,5.0,"5.0 out of 5 stars
Best",18/09/2022,Like
Pradeep,5.0,"5.0 out of 5 stars
Accha hai",04/07/2022,I like it
Chandrashekara S G,4.0,"4.0 out of 5 stars
👌👌👌👌",14/07/2021,👌👌👌👌
R.SUNDAR,5.0,"5.0 out of 5 stars
Ancient formula used for health better",20/02/2022,Ancient formulas told in the Vedas used in toothpaste
sukumar,1.0,"1.0 out of 5 stars
Very disappointing",02/07/2023,"Tooth pashe  half only air filled,,they r taking advantage of middle-class problems"
Krishna Kumar Pandey,5.0,"5.0 out of 5 stars
Paisa wasool",17/05/2022,Paisa wasool hai
Mukul kumar,5.0,"5.0 out of 5 stars
Good",19/07/2022,Good
डॉ. राजेंद्र कुमार विपट,5.0,"5.0 out of 5 stars
Good product",02/04/2022,Freshness and quality are good.
Chintal bhaumik shah,1.0,"1.0 out of 5 stars
Toothpaste box was open like this",15/09/2023,The media could not be loaded.
mohd amir,5.0,"5.0 out of 5 stars
Good offer price",27/04/2022,Best offer price
shashaNK,5.0,"5.0 out of 5 stars
Good",15/06/2022,Good
Vipul Kumar,5.0,"5.0 out of 5 stars
Gum care",01/03/2022,Works upto the expectation
MAKK,1.0,"1.0 out of 5 stars
I received old stock",25/07/2023,I received old stock
Priya,3.0,"3.0 out of 5 stars
Ok",15/07/2021,Not white theeth
Manohar,5.0,"5.0 out of 5 stars
Best product from colgate",09/02/2022,Gud and value for money
Ashif Ikbal,5.0,"5.0 out of 5 stars
Good",18/02/2022,Very good
Shyam sundar mukherjee,5.0,"5.0 out of 5 stars
Good product",15/01/2022,Value for money
Amazon Customer,5.0,"5.0 out of 5 stars
Very good quality",12/01/2022,Value for money
Kapil Bajaj,4.0,"4.0 out of 5 stars
Nice",17/08/2020,Good product
Sourabh Gupta,2.0,"2.0 out of 5 stars
Ok",17/08/2022,Ok
Girish,5.0,"5.0 out of 5 stars
Powerful",28/01/2024,Cleans your tooth better than any tooth pastes including their own brand.
Gopi Varun,4.0,"4.0 out of 5 stars
Nice product",17/12/2023,Back to the past. Nice product.
Ramesh Chandra Rath,5.0,"5.0 out of 5 stars
Good",25/11/2023,Like
Placeholder,5.0,"5.0 out of 5 stars
Good",30/10/2023,Good product
Vidhi,5.0,"5.0 out of 5 stars
Silver cleaning powder",19/07/2023,Take powder and dry rub on the silver article . It cleans silver quickly and without damaging the metal.
Garvit bhutani,3.0,"3.0 out of 5 stars
not made for silver cleaning.",17/11/2023,instead use pitambari for cleaning silver items
Suman sutradhar,4.0,"4.0 out of 5 stars
Old is gold",26/11/2023,Freshness is good. It creates a childhood memories. Your parents gonna love it
Sanjay Kaul,5.0,"5.0 out of 5 stars
Excellent product",09/08/2023,My Childhood memories are with Colgate
Su22,2.0,"2.0 out of 5 stars
Damaged Product",07/02/2024,Damaged Product.
Rajesh,4.0,"4.0 out of 5 stars
Old is gold",23/07/2023,Really good filling to use this.
Mr Sanjeev Kumar,4.0,"4.0 out of 5 stars
Good",29/06/2023,Packing of supplies not proper
Lalit Kumar Kapila,3.0,"3.0 out of 5 stars
Ok",11/08/2023,Good product but stupid can.
"This works well and superb quality,I have applied this to cracks on slab and there is no leakage of water even during heavy rains",5.0,"5.0 out of 5 stars
Good quality",15/07/2023,I am using it for cleaning silver items and this works perfectly
dinesh kumar bais,5.0,"5.0 out of 5 stars
Good product",31/07/2023,Goof product
Mahendran,5.0,"5.0 out of 5 stars
Back to olden days",08/07/2023,"Back to childhood, we used it. Once again doing it"
Biswajit,5.0,"5.0 out of 5 stars
Jist wow.",06/06/2023,Low wapas but best for treatment of your teeth.
VISHWAS chouhan,5.0,"5.0 out of 5 stars
Super 👌",15/05/2023,Best h
Nirbhay,5.0,"5.0 out of 5 stars
It's already a brand product",17/01/2023,"Nice deal, product is good in quality and quantity .. valued for money"
umakanth,5.0,"5.0 out of 5 stars
Best product",07/02/2023,Cleans teeth much better than tooth paste.
Anuj Kumar Srivastava,5.0,"5.0 out of 5 stars
Very nice",03/12/2022,Colgate powder powder best for the teeth
Amazon Customer,5.0,"5.0 out of 5 stars
Good to clean silverware.",14/11/2022,It does a good job in cleaning silverware.
NagaGopal Reddy Sreelam,4.0,"4.0 out of 5 stars
Good",11/12/2021,Good
Ramarao.d,5.0,"5.0 out of 5 stars
Good packaging",07/10/2022,Nice one
T Prabhakar Saraf,5.0,"5.0 out of 5 stars
Excellent",06/09/2022,I like this.
Shameem Syed Abith,4.0,"4.0 out of 5 stars
Nice",18/04/2021,"Removes yellow stains from teeth in 3 days, nice👍"
Placeholder,5.0,"5.0 out of 5 stars
Good product",17/08/2022,Great powder
Swati sah,1.0,"1.0 out of 5 stars
Damage product received",08/07/2023,Bottle was broken and poweder spread all over in box
Nitin Bhide,1.0,"1.0 out of 5 stars
Damaged peice",14/10/2022,"The Tin of the container was damaged and the Powder has come out. Though it is not refundable it should be replaced by fresh one and in future such type of damage product should not be deliver to the customer. If such non refundable damaged product is noticed before taking delivery then refuse to accepted before the delivery person put his rematks ""Order Delivered"""
Amazon Customer,4.0,"4.0 out of 5 stars
One Package damaged",23/08/2020,Averge Service
lakshmi,5.0,"5.0 out of 5 stars
Nice",14/07/2021,Remembered my child hood. My son like it
Subarna Dhara,5.0,"5.0 out of 5 stars
Nice product! It helped me get rid of some ...",22/10/2016,"Nice product ! It helped me get rid of some stains that had appeared on my teeth. I am very happy with this product. Thank you very much Amazon for bringing this to me, as I could not find it in my local shops!"
praveen kotwal,3.0,"3.0 out of 5 stars
Good product",13/12/2020,Good product
KKR,5.0,"5.0 out of 5 stars
KING TOOTH POWER",27/03/2021,ALWAYS A KING TOOTH POWDER FOR DECADES
korrapati sirodhika,5.0,"5.0 out of 5 stars
Good",27/08/2021,Good
mukul326,5.0,"5.0 out of 5 stars
Good",14/08/2021,Nice
cp,5.0,"5.0 out of 5 stars
Nostalgic",08/07/2021,Evergreen
Amazon Customer,5.0,"5.0 out of 5 stars
Freshness",21/03/2021,Good
Kunal Kishore,5.0,"5.0 out of 5 stars
Taste",06/03/2021,Like
ALOK k.,5.0,"5.0 out of 5 stars
Nice",13/02/2021,Nice
Joy,5.0,"5.0 out of 5 stars
Given Very good results",18/12/2020,Good results
Suraj Z.,1.0,"1.0 out of 5 stars
Not that great",21/08/2022,Not at all works for whitening teeth’s just a useless product
Rama Sarma,5.0,"5.0 out of 5 stars
Useful",22/06/2020,Useful.
Amazon Customer,5.0,"5.0 out of 5 stars
Awesome product",20/11/2016,I love it and thanks to amazonI use this In my childhood but now I used because of Amazon
S L,4.0,"4.0 out of 5 stars
Four Stars",21/02/2016,Has been used in my house for a very long time.
Akhil,5.0,"5.0 out of 5 stars
i really loved it. it is that which makes me wake ...",27/08/2017,i really loved it.it is that which makes me wake up from bed.
Vijaydeep Singh,4.0,"4.0 out of 5 stars
Four Stars",03/06/2017,best as compare to toothpaste
Binod Kumar Sharma,3.0,"3.0 out of 5 stars
Total money wasted",17/10/2018,Found rusted inside before expired
Rohan,5.0,"5.0 out of 5 stars
a classic product from colgate nice to see on amazon",03/06/2016,...a classic product from colgate with Nice results. It has cavity protection properties. Lessens sensitivity and increases witness alternate use is more beneficial....
Placeholder,5.0,"5.0 out of 5 stars
Five Stars",29/10/2016,Amazing. I feel Nostalgic everytime I brush. It has not changed a bit in all these years.
P Dwarakanathan,5.0,"5.0 out of 5 stars
Quality Product",01/11/2019,Good
Placeholder,4.0,"4.0 out of 5 stars
Four Stars",20/11/2016,Good usefull for silver cleaning
Libin Jose,4.0,"4.0 out of 5 stars
Four Stars",01/12/2016,good product but damaged supply
Vignesh,4.0,"4.0 out of 5 stars
Four Stars",31/08/2016,Thanks really worth it.
PPPanda,5.0,"5.0 out of 5 stars
Five Stars",29/10/2016,Quality is same as it was some twenty five - thirty years ago
SUMANTA KUMAR SAHOO,4.0,"4.0 out of 5 stars
Four Stars",30/12/2016,good
Naif,1.0,"1.0 out of 5 stars
Not natural as you think",19/11/2021,I felt it as a chemical rather than natural
Kishan,5.0,"5.0 out of 5 stars
Good packing but dent at front",09/11/2017,No leakage but there is a dent in the front.
SAHAB420,3.0,"3.0 out of 5 stars
Three Stars",01/04/2018,Good
suman,4.0,"4.0 out of 5 stars
o. k....... ...",18/08/2016,o.k..........
Gowthi,5.0,"5.0 out of 5 stars
Great",18/05/2018,Great
Vikas Dhoot,4.0,"4.0 out of 5 stars
Blast from the past",11/02/2016,zingy :)
Sujata Roy,5.0,"5.0 out of 5 stars
Five Stars",31/10/2017,best till now
I hadn't tried it for my teeth but yes is definitely removes dirt from my silver jewellery.it works like wonder.very happy with it.,5.0,"5.0 out of 5 stars
Cleans silver jewellery",27/08/2023,It cleans silver jewellery miraculously.plz do try to clean with Colgate tooth powder.it works like wonders.use a soft velvet clothe put little powder and rub silver jewellery.it will shine
VATAN MISHRA,4.0,"4.0 out of 5 stars
Four Stars",17/11/2015,ok
meenakshi,4.0,"4.0 out of 5 stars
Four Stars",23/11/2015,good
Manikantha,5.0,"5.0 out of 5 stars
It good product and it same as toothpaste",31/05/2016,It good product  and it same as toothpaste..
Amazon Customer,5.0,"5.0 out of 5 stars
Five Stars",04/12/2015,Its uesfull for shinning silver coin and jwellery...
Suman,3.0,"3.0 out of 5 stars
Three Stars",02/11/2015,Ok - does what it is supposed to do :)
Vishal Anghan,5.0,"5.0 out of 5 stars
Nice Product",18/01/2017,Nice Product
TAQARRUB ZAMAN,5.0,"5.0 out of 5 stars
Five Stars",03/05/2016,good product at this price..
Jose,3.0,"3.0 out of 5 stars
Nice",02/11/2015,Remembering good old days. Good deal and good product.
Ram Kumar,5.0,"5.0 out of 5 stars
Five Stars",04/11/2015,its really nice brand at best price
suvarna,3.0,"3.0 out of 5 stars
Three Stars",29/10/2015,ok for elderly people
Kaustubh,5.0,"5.0 out of 5 stars
Five Stars",27/11/2015,Fantastic Lightning deal
Simran Buttar,5.0,"5.0 out of 5 stars
Five Stars",02/04/2016,Gud
rashid,5.0,"5.0 out of 5 stars
Five Stars",09/11/2015,my childhood brand
anita,5.0,"5.0 out of 5 stars
Five Stars",27/11/2015,I like it
Pruthvi Raj Behera,5.0,"5.0 out of 5 stars
Five Stars",20/11/2015,awesome product.
Muthuraj,5.0,"5.0 out of 5 stars
Five Stars",11/12/2015,super
Amazon Customer,5.0,"5.0 out of 5 stars
Five Stars",17/11/2015,gud
Nagaraj,5.0,"5.0 out of 5 stars
Five Stars",20/04/2015,Good and best price
Amit,5.0,"5.0 out of 5 stars
Five Stars",24/11/2015,good
Debankur Bhattacharya,2.0,"2.0 out of 5 stars
Two Stars",25/05/2016,"I GOT IT IN MRP , GOT NO DISCOUNT"
VG,4.0,"4.0 out of 5 stars
Good",17/05/2021,You may or may not want to use it to clean teeth. But it is amazing to polish silverware with. Don't throw out after expiry!
Jamwal,4.0,"4.0 out of 5 stars
Nostalgia-  I used it a lot in my childhood- every middle class family has it stored in house",02/02/2020,"I have used this product in my childhood and quite nostalgic about it... I am not sure about others but I liked the taste and even swallowed .. not recommended to do so 😛 besides,  those saying they get blisters. I would say , Bhagwan se darro 😛One of the oldest products in the market and and reliable.Cons- the powder form needs to use it carefully otherwise you will get it all over face."
mitchelle afonso,5.0,"5.0 out of 5 stars
Strongly recommended",21/03/2021,"It is the best tooth powder with very nice flavour n feel full day fresh. It is better then a tooth paste. I strongly recommend to use this tooth powder. The only problem with this product is sometimes their packing of the tin is loose n the powder spills from the tin that is only the issue sometimes, but overall it cannot be compared to any tooth paste. I love this tooth powder very much."
Achintya,1.0,"1.0 out of 5 stars
Damaged product",15/10/2017,Damaged product
Abhishek Sharma,5.0,"5.0 out of 5 stars
Nostalgia with excellent cleaning!",27/08/2017,"We used to use this as kids and then toothpastes took over, stopped using dental powder and lots of shops also don't keep it nowadays but I feel it's much more effective than fancy toothpastes & economical as well. Lathers a lot and the taste & smell is really good. Transported me to the past. Noticing that it removes yellowness and stains better than today's toothpastes. I had some chlorhexidine stains from dental work and they were not coming off but this powder has lightened them. Using it thrice a day. But don't brush too hard with it as it is abrasive & can affect the enamel."
Vaijanta mistry,5.0,"5.0 out of 5 stars
Nice product",28/09/2019,It is very nice to clean silver utensils just as pitambari works
Sreejith.R,1.0,"1.0 out of 5 stars
One Star",04/05/2016,bad smell
Siva Charan Kumar,1.0,"1.0 out of 5 stars
Not a tooth powder, A box of harsh chemical powder",18/02/2018,"In initial days of using it will tempt you by it's smell and cleaning property but on longer use it harms you adversely. Please don't use this tooth powder, it has SLS in dry form, a detergent which we commonly find in handwash, clothes detergent, floor cleaner, Car washing chemical, even in our everyday toothpaste. I am suggesting to those who want use 100% natural go for vicco,patanjali,nogi,khadi jagriti herbs,charak,k.p.namboodiri,dabur etc....Indians are blindly using it for decades attracted by it's tactic advertisements and looks."
"Go Organic, Eat Healthy",4.0,"4.0 out of 5 stars
Four Stars",08/01/2016,Good
Manoj Kanjani,4.0,"4.0 out of 5 stars
Four Stars",29/04/2016,good as usual. Perfect packing and product
alameenaliasallu,5.0,"5.0 out of 5 stars
recomended",30/10/2015,good quality
Pooja Dinesh,5.0,"5.0 out of 5 stars
Relive your childhood memories",27/10/2021,The taste is exactly the same it was 25years ago. Thanks to amazon and Colgate for bringing back the good childhood memories. Very refreshing after brushing.
MURALI,5.0,"5.0 out of 5 stars
Good",21/03/2023,"after long back, i am using this teeth powder. our family feel happy"
JITHENDRA REDDY.V,5.0,"5.0 out of 5 stars
Good",22/10/2020,Good
Saroj K Satpathy,5.0,"5.0 out of 5 stars
Good",27/11/2019,Good
siva,5.0,"5.0 out of 5 stars
Colgate",24/01/2023,👍
B Naresh,5.0,"5.0 out of 5 stars
Old is gold",27/05/2023,Old is gold as always no change in the taste and the fragrance of the tooth powder awesome as same as which i use to brush 🪥🪥🪥 in my childhood .
