Name,Rating,Date,Review,Title,Score,Compound,Sentiment
Ramani Sankar,4,25-11-2023,good,colgate total g,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Siva Kumar,5,08-12-2023,nothing dislike colgate total toth pasteit fine except manufactuers spare air filled tube instead pasteit like hitting air pocket flight,quality paste brushing regularly,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.6954}",0.6954,positive
Aadisha Jaiswal,4,06-11-2023,like colgate total price little high good,best,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.6275}",0.6275,positive
Amazon Customer,4,30-10-2023,best performance long lasting effect,best oral toothpaste,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696,positive
herbie macho,4,24-10-2023,use paste childhood good protection teeth,protects teeth,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,positive
Sibhi,4,03-10-2023,cleans tooth feel bit spicy irritating tongue shouldn use drop paste small portion,spicy,"{'neg': 0.207, 'neu': 0.745, 'pos': 0.048, 'compound': -0.7269}",-0.7269,negative
Sanjay,4,22-10-2023,usual good,good,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
559518868,4,12-10-2023,nothing beat colgate,best toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
rajiv,4,01-10-2023,best toothpastes flouride content ppm flouride,best,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}",0.6369,positive
Vincent,5,06-12-2023,value money,prompt delivery,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,positive
Placeholder,4,20-10-2023,bigger size,peppery taste important,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bharat kumar,4,04-10-2023,good quality,good quality,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Amazon Customer,5,17-11-2023,good product qualty,good product,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
Kitoho,4,05-09-2023,best colgate value money,best colgate,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.765}",0.765,positive
Mohammad Parwez Ansari,5,22-10-2023,think good way like healthy gums teeth whiteness teeth,colgate total,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7964}",0.7964,positive
Prasad,5,15-08-2023,stopped use close maxfresh gel toothpastes dentist mentioned need fluoridated tp use parodontax colgate total oral health much better regret fall hr mouth fresh gel tps parodontax col total excellent preventing gum related issues gingivitis think col total lil better evidence personal statement,amazing quality,"{'neg': 0.12, 'neu': 0.742, 'pos': 0.138, 'compound': 0.5542}",0.5542,positive
Kindle Customer,5,11-10-2023,good use long time,like,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,positive
Ajay T,5,23-10-2023,best product,good,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
dpmity,5,01-10-2023,media not loaded i always liked taste result colgate products supposed good really ar,best best colgate,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7178}",0.7178,positive
Nisarg Trivedi,2,30-01-2024,doesn feel difference bit mint flavor,regular,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Rakesh Kumar,4,01-08-2023,good item,toothpaste,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Samarth,5,19-09-2023,use regular somedays somedays regulari think effective,better regular colgate taste not good less mint less refreshing,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.5256}",0.5256,positive
Selfish,5,30-09-2023,best rate,superb,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
Rtn Ravinder Reddy Panyala,5,21-09-2023,good,paste,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
R k,5,19-09-2023,fine,fine,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,positive
Brijesh,4,26-06-2023,buy,good total health mouth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
kgs,5,10-08-2023,use product since launching product surprisingly freshness missing product,originality missing,"{'neg': 0.136, 'neu': 0.728, 'pos': 0.136, 'compound': 0.0}",0.0,neutral
Imran ali,5,29-08-2023,awesome product,best product,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
P.VEERA NARENDRA,5,16-09-2023,best quality,best,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
Amazon Customer,5,14-08-2023,best price value money,combo packs comfortable affordable price,"{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.765}",0.765,positive
Nilanjan De Sarkar,5,08-04-2023,though colgate different type toothpaste available indian market mean colgate total definitely good long time dental hygiene health prevents bacteria cavities also keeps teeth good condition long time use years quite happy results,colgate total,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9638}",0.9638,positive
vinay prabhu,5,14-08-2023,use regularly years,recommended,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sundaramoorthy,5,15-08-2023,good,super,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Saurabh,4,30-04-2023,shifted dentist advice not disappointed,colgate total,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.3724}",0.3724,positive
RAJA MUKHOPADHYAY,5,20-08-2023,awesome,awesome,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
Jayesh gupta,4,29-04-2023,value money,value money,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Krishan,4,28-03-2023,although good many negative ingredients choose better options like dabur meswak etc,ok,"{'neg': 0.186, 'neu': 0.48, 'pos': 0.334, 'compound': 0.4588}",0.4588,positive
Placeholder,3,24-04-2023,taste not good decent bad taste colgate toothpastesi didn experienced major improvements mouth freshness cavity protection compare colgate toothpastes priced better action colgate low priced toothpastes,taste not good,"{'neg': 0.163, 'neu': 0.711, 'pos': 0.126, 'compound': -0.2903}",-0.2903,negative
Ravindra,5,15-12-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
BobzBLR,5,23-07-2023,not economical good use twice day taste pleasant cleans mildly without much abrasion,good toothpaste,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.8656}",0.8656,positive
MS,5,25-07-2023,happy consistent quality,best toothpaste,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6115}",0.6115,positive
SREELEKHA. R,5,23-07-2023,mild teeth recommended dentists,good product,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",0.2023,positive
Harsha,5,03-08-2023,brand brand,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Vinaykumar,4,05-02-2022,colgate total green favourite grabned best offer price less rs toothpaste tubesbut doubt genuine qc pass product not rejected deviation approved lot toothpaste consistency low taste different amazon certainly look matter protect customers interestsor likely retail prices highly inflated high genuine discount makes price reasonable,good brand good price quality,"{'neg': 0.049, 'neu': 0.754, 'pos': 0.198, 'compound': 0.9189}",0.9189,positive
ravi verma,4,14-03-2023,value money,value money,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Sachin,5,18-06-2023,good product average colgate clean teeth properly,good product,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.6808,positive
indian science fiction,5,10-06-2023,use since years teeth troubles cured seems forever strongly recommended,best colgate dental paste,"{'neg': 0.12, 'neu': 0.723, 'pos': 0.157, 'compound': -0.0258}",-0.0258,negative
ANIL K.,4,28-02-2023,like product,good,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive
Renuka,5,03-07-2023,best,best,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
Mandar Urankar,5,02-07-2023,great,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.6249,positive
Placeholder,4,05-02-2023,good teeth health,nice,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
Deepak Kumar,4,28-01-2023,good,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Dr Asif HALEEM,5,11-05-2023,like colgate reliable sure dont u,colgate favourite,"{'neg': 0.134, 'neu': 0.77, 'pos': 0.096, 'compound': -0.1761}",-0.1761,negative
sana sayed,1,25-01-2024,expiring wrong,wrong description,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Tej bahadur Singh,5,20-05-2023,acha,acha hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Jhumun,3,22-02-2023,totally different colgate total use daily upon time know real fake,thin watery texture,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Amitava Ghosh,5,03-05-2023,required toothcare,best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
S K Pattanayak,5,06-05-2023,good product,good price,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Rakesh Kapoor,5,12-04-2023,family packing suits indian family,east west colgate best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Customer,5,06-01-2023,love toothpaste new tube packagingfreshness sensitive gumsgifted dad toowill order recommended dentist,good sensitive teeth,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6908}",0.6908,positive
Ravindra Shah,5,23-03-2023,use since decadesquality represents brand,brand ensures quality,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pranab,5,08-01-2023,much recommended product use since yrs awesome taste satle freshnes,daily goto,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7096}",0.7096,positive
Placeholder,5,19-01-2023,amazon much cheaper price republic day salegood quality paste,satisfactory toothpaste,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.1779}",0.1779,positive
Sadhana Kapur,5,27-02-2023,standard worldwide product best indian market,best toothpaste,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,positive
Lily,5,13-04-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Shan,5,02-04-2023,nice,nice product colgate,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
Radhey,5,19-02-2023,find cheaper market,seems like original product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sanju tech,5,26-11-2022,best dental cream market since launch years back family use great product company complete protection,good,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8519}",0.8519,positive
wahid ali khan,5,05-02-2023,liked renewed paste anibioticit really effective,renewed excellent,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.7559}",0.7559,positive
Dr. Asif Shah,5,26-02-2023,paste good,good,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
User,4,18-09-2022,nice,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
GIRDHARI SARSAWAT,5,12-11-2022,amazon good company amazon product good amazon product original amazon delivery fast amazon favourite company happy,amazon good company,"{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.9584}",0.9584,positive
Dilip Mondal,3,22-12-2022,product goodhundred foury gm,price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Madam,5,01-01-2023,like product cleaning teeth,total protection,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive
ANP,5,04-01-2023,item colgate not worry,good,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.3959}",0.3959,positive
D.ARIVALAGAN,5,11-01-2023,good tooth pasteit organicfreshnice,super tooth paste,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",0.4927,positive
Rachel Jyothi,5,05-02-2023,,genuine product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Rajesh,5,19-01-2023,good buy,value money discounted price,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
puneet,5,18-11-2022,better toothpaste regular use,strong minty flavour,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
Amazon Customer,5,26-10-2022,good product flavor good freshness long lasting,best product,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.7264}",0.7264,positive
Praveen Jani,1,18-10-2023,use toothpastes reviewing teeth not cleaned start rotting inside formation black lines,toothpaste causing tooth decay,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pushpendra Singh Sikarwar,5,13-12-2022,beautiful product,excellent,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6361}",0.6361,positive
Anshul Modi,5,15-07-2022,original product cheaper rate retail price delivered days satisfied,great buy good price,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6249}",0.6249,positive
Arvind Khadse,1,15-10-2023,nozzle hole resulting toothpaste squeezed closeup much better,waste toothpaste,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,positive
Amazon customer,5,21-10-2022,value money,best,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Ricky D,5,17-09-2022,good product keeps mouth fresh throughout day,colgate total,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.6369}",0.6369,positive
pramod goyal,5,17-11-2022,ok,ok product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
Almas Arshad Shaikh,5,14-04-2022,always buy product luckily cheaper price amazon,best product best price,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6124}",0.6124,positive
boopathiraja,5,04-01-2024,brand use decades absolutely reliable,reliable value money,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Gaganpreet Kaur Ahuja,5,10-01-2023,feel thankful happy blessed discovered toothpaste diabetic sugary taste cleans mouth perfectly beautiful safe ingredients although contains many extracts mainly taste cloves taste feel strong use sugary toothpastes doesn burn mouth easily use toothpaste want safe healthy option sls base basic amount sulphate cleanser need rinsing mouth hour like toothpastes brushing squish water rinse mouth times strong taste mouth decreases gargle couple times clean mouth gut consistency slightly thin stringy doesn contain fillers like chalk powder cullulose gum base not messy teenager didn like many people prefer taste feel deserves good health safe products received brand sturdy packing thank nogi,awesome toothpaste,"{'neg': 0.031, 'neu': 0.731, 'pos': 0.238, 'compound': 0.9925}",0.9925,positive
Chhavi,5,11-10-2023,works,delicious,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sunil,5,03-10-2023,best category,best category,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
Amazon Customer,5,07-09-2023,excellent taste leaves freshness mouth,value money,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.5719,positive
A.S.Balasubramanian,5,29-03-2023,use charcoal tooth powder west termed wrong followingwhat ironyquality brand years time start use,best tooth powder n paste,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.6093}",-0.6093,negative
A customer,2,27-04-2023,rs product rs shipping cost not viable option product good,expensive adding bucks shipping cost,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,positive
pooja,5,27-01-2023,back since start use toothpaste teeth feel clean wonderful recommend try,back toothpaste,"{'neg': 0.059, 'neu': 0.701, 'pos': 0.24, 'compound': 0.7717}",0.7717,positive
deleted user,1,31-01-2023,launch grams kg packs,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,5,10-02-2024,nice,nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.4754,positive
Thirupathy,4,19-09-2023,long lasting freshness,good product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
mach,5,18-02-2024,fairly good,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Madhuri Mandal,5,26-12-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Imtiaz,3,17-01-2024,crystals leaves breath lot fresh,crystals make difference,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3804}",0.3804,positive
Vivek Rai,4,01-12-2023,toothpaste black colour definitely unusual paste job its supposed quite like flavour although its mild mint flavour enhanced noticed frequent increase price toothpaste variant strategy pay short run doubt demand trend remain forever colgate look prici,nice toothpaste different,"{'neg': 0.075, 'neu': 0.798, 'pos': 0.127, 'compound': 0.6746}",0.6746,positive
Cynic spirit,5,09-10-2023,great pack money,value money pack,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
Ngaubuing jeme,5,27-10-2023,really love product,excellent,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.6697}",0.6697,positive
Amit Gupta,4,01-10-2023,good teeth cleaning seems not different variant not sure spend,product variant good,"{'neg': 0.086, 'neu': 0.787, 'pos': 0.127, 'compound': 0.2354}",0.2354,positive
BobzBLR,4,31-10-2023,know much claimed charcoal present another normal toothpaste,good toothpaste cleans,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Akash.,4,21-09-2023,job meant,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hariom sharma,4,03-09-2023,like colgate red maxfresh,numb,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,positive
Kalepu Bramareswara Rao,4,28-08-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Darshan Shah,5,22-10-2023,colgate charcoal clean black jell toothpaste,best toothpest,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,positive
Amazon Customer,4,10-05-2023,word gel not see associated image photograph placed order looking associated photo ie think non gel toothpaste ok gel charcoal paste,image associated mis match,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.5993}",0.5993,positive
Pradeep,4,09-08-2023,good toothpaste valve money,good,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Nyakwang,4,08-02-2024,really like product good smell long lasting freshness order coz family members like it,recommended,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8016}",0.8016,positive
Darpan,5,09-10-2023,excellent,excellent,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
Ayesha  parween,2,13-12-2023,price iska sahi h,ye thik h,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Monika Gupta,5,27-08-2023,love charcoal toothpaste better white,love,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7964}",0.7964,positive
Jithin Jose,5,23-06-2023,like product previously use normal colgate white paste noticed good product issues suggestion please sell piece sell combo pieces,real charcoal tooth paste,"{'neg': 0.045, 'neu': 0.798, 'pos': 0.157, 'compound': 0.6705}",0.6705,positive
Sunil,4,20-04-2023,good,good product,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
RDKN,5,30-08-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Sonu yadav,4,13-04-2023,nyc product,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
happy Sohal,4,02-04-2023,value money,value money,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Moses,4,02-04-2023,value money,nice,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Priyanka HK,5,08-08-2023,good,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
abinandan wazir,3,22-04-2023,kuch khass nahi hai move brands colgate pepsodentthey average,average,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Satyajit pal,5,02-08-2023,good product,good product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Mohit bawa,4,23-02-2023,charcoal good teeth,gud,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
BIDYUT ARNAB,5,18-08-2023,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
A.N.FAROQUE,1,03-02-2024,average,tp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
RR,4,15-12-2022,ok flavour freshness cleaning teeth good,good product,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.6652}",0.6652,positive
Thendral,4,21-01-2023,worth money,cheap best combo,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,positive
Deepu nagulanchi,4,15-01-2023,ok,ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
RAMMOHANRAO ML,5,22-06-2023,nan,great flavour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amit Juyal,3,05-04-2023,colour changeotherwise old toothpastewaste money,nothing special,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sk MOHAMMED OKIL,5,14-05-2023,toothpaste clean toothpankhia khaini kasa wash take whitening teeth,original colgate paste rate something,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.4019,positive
JOby T.,4,06-12-2022,like,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Syed Ishfaq Ahmad,5,15-05-2023,good product price thoda kam hona chahiye,acha hai,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.2382}",0.2382,positive
Ankit Patra,5,12-05-2023,good terms flavours smooth,good terms flavours smooth,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,positive
Amol automobile seals and services,4,12-10-2022,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Roluahpuii Tlau,5,25-03-2023,yess really like brightened teeth taste also good fresh,fresh,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.8777}",0.8777,positive
ASHIM KUMAR GHOSH,4,10-11-2022,like,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Athish chowdary,5,02-06-2023,nice,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
Ibraheem,3,06-10-2022,hyped toothpaste not worth money charcoal activated says difference months use best buy sensodyne,costly not worth,"{'neg': 0.129, 'neu': 0.689, 'pos': 0.182, 'compound': 0.5672}",0.5672,positive
Kuruvella kalyani,4,13-09-2022,really happy nice,nice,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.7956}",0.7956,positive
Kuriakose Francis,4,28-09-2022,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
THENNARASU,3,10-01-2023,nothing special like charcoalordinary paste black colour,looks like closeup,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.5216}",-0.5216,negative
Apan dvarma,4,02-08-2022,good product regiment,nice products,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,positive
Amazon Customer,4,24-10-2022,good product,good product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Veera,4,27-07-2022,need freshness product,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
RAMESH GUPTA,1,30-10-2023,use problem bad smell starts switch dabur clove automatically stops also feel terth cleaning not mark black color added benifits,not good,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.8402}",-0.8402,negative
Preethi Sadanandan,5,10-07-2022,start use cavities definitely improved teeth doesn strong scent flavour buy toothpaste many times happy itwould highly recommend,good product,"{'neg': 0.057, 'neu': 0.673, 'pos': 0.271, 'compound': 0.88}",0.88,positive
Swagat Dash,5,14-09-2021,mint reason freshness feel use flavour not liking didn like much family love like product value money buy combo buy family pack,worth,"{'neg': 0.022, 'neu': 0.785, 'pos': 0.193, 'compound': 0.9185}",0.9185,positive
Sneha,5,27-10-2020,highest rated toothpaste amazon colgate charcoal clean toothpaste basically gold standard dentists consumers alike toothpaste includes bamboo charcoal mint actually brings fresh feel inside mouth lasts long time toothpaste various cleaning properties also know purify breath personally believe excellent taste isn overpowering highly recommended,best overall toothpaste colgate charcoal clean,"{'neg': 0.022, 'neu': 0.851, 'pos': 0.127, 'compound': 0.822}",0.822,positive
Jayesh Jadhav,4,23-10-2020,first time buy colgets product charcoal clean really say use experience good product money saver pack charcoal always best use teeth cleaner,worth money,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.8885}",0.8885,positive
Sarfaraz  (TUTU),4,29-07-2022,ok,taste good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
Shiron,5,01-03-2023,good product,good,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",0.4927,positive
Avijit,3,10-09-2022,nothing new except colour colgate toothpaste better bamboo charcoal mint gel,normal toothpaste,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,positive
Ojal Pandey,5,11-01-2023,quite good product although higher range,great,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.4902}",0.4902,positive
